,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YDR019C,97.39491072432159,97.1044495846869,96.68218160796312,95.51639724791688,95.5513985050454,95.12617088663961,96.2874772634997,95.2856277988048,99.9607048964933,98.41811520475139,97.8274819592372,98.4736990085837,88.9247531120225,97.00637613632499,101.06434212234771,95.620028838841,95.55024742831121,95.78240708665551,97.78386604058119,97.1861906756187,96.9506203906638,99.0271231877477
YDR023W,133.6428828035271,130.4615704105474,132.56729507815635,129.44530411242155,133.36924638415013,133.14639439326524,132.48955251915498,126.46348958331751,136.71664274526185,129.2495369614852,128.98224972551577,133.66362034868715,132.76429155749784,130.63483501274513,132.71658835603844,129.0652069463064,134.98412928279188,129.85282024422833,129.6096223474438,130.2295414739301,128.0167866371277,130.93345276922557
YDR032C,62.8800493599755,64.8326095095585,62.8157260331683,63.5974588717986,65.5000720441498,60.07977648064481,62.285933920253896,66.0302638386327,60.36485010305191,64.5846519036645,65.9606249543554,62.8597660861778,62.254550899268494,64.6657782079902,63.43213570704219,65.7063564868143,63.5325927538806,60.327857847615796,63.3251711397577,64.2779335107907,64.1748723901439,62.8107557984327
YDR034C,11.84023624575,11.3180584105845,11.2973788544225,11.7711990744198,11.7865761976798,11.8462346577821,11.9660368968926,11.9350501404041,12.1500048320483,11.9645369429411,11.8813747810838,11.8758726918672,12.0635840924026,11.2544173986927,11.6348375181764,11.6383632076052,11.951278994214,11.8178891999523,11.5935257980548,11.5690290498878,11.7738520946594,11.991514974679
YDR035W,20.802769681809963,22.919976882630998,22.2381515610503,22.040441669224798,23.1781405965662,24.0183414714994,23.898296081670303,22.8864407976364,26.408264134478998,22.550373154325797,23.029410021675098,19.73860100965244,21.42042676697251,21.4680170313001,23.7166776090781,22.9166143221156,23.153867905145,22.03139035845,22.3455953158416,20.75538815432856,22.6007300586094,22.5903115720157
YDR037W,136.19204319343356,147.9015004627174,140.62194947635052,136.01322979529124,152.10671314478972,150.5903203384693,145.1952107217517,146.5697370823417,145.54284885271923,149.07007280472004,147.23650836189452,134.63591227444982,140.8555955153455,135.88326373412173,141.9214227478246,144.30058798671308,147.56935734993732,142.1790549642826,136.61648718630636,146.31506934408458,140.4634822030795,135.40201461838254
YDR041W,35.2491872767105,31.666722827960402,34.6306586919422,33.593154313446,30.6922599333607,32.7534022598409,33.268576117030605,31.3004413795382,34.2505262095082,33.1512896949002,33.480254330140895,35.082689955522596,33.673848465281395,31.800163030138698,33.1581374358245,30.76419627324567,32.383115016363,34.320434022512,33.8339672167461,33.8037421935436,31.9398988546297,33.3883209607253
YDR050C,113.6322553083754,111.74478774652695,118.22892001740615,112.92615336090998,121.2363994371451,118.74196074630851,118.5656608702493,116.27929440676189,122.79730595474881,119.3457297073393,117.76664915146989,110.3566166769941,120.5579746349663,116.90629292959589,120.2264237384548,115.8924927662739,116.29591068462919,115.79191006097815,112.906610192175,114.3395973457807,116.198139077431,116.46226931556859
YDR051C,20.41545599928729,20.9705768908984,20.40951658310894,20.947372033534002,20.706774949745,21.342345290737,20.4534052216711,20.00866224102689,20.20258854021299,20.548408720389233,20.38162825428917,21.601221561913,21.3986271309917,20.9571888524416,20.4214140189608,20.7465449085132,20.09399473815126,21.370893743830997,21.228502705814797,21.0957807776102,20.8825841372285,21.245310241286298
YDR056C,21.147890334370352,21.384629494109397,20.894435934136297,22.0947297750702,21.4682479940362,21.4102473252536,21.4273147660317,22.220100501481703,20.5266158535204,20.82641006224405,21.9502529379124,21.9629857630773,23.0486106833174,22.1718317436201,21.732149225873002,21.637488380884697,21.356692148316903,21.3896306313079,21.194920847145703,21.6830254607517,21.843959448192003,20.3505894676659
YDR060W,23.3747029376976,22.3568483440386,23.602649440748,23.2842135726527,23.4797960508863,23.89445063687,23.6879174577209,23.8519030518733,22.1159200950963,23.7418748655467,23.2013045125357,23.465124817030897,24.3388702647779,24.5146131752428,23.4341133318188,23.6904615444358,23.066419413998197,24.5656633167286,22.7737970854831,23.4060064046775,24.0347468448796,24.0361650847762
